Accession	AccessionNoIsoform	Gene	Description	NeuroMarker	LysosomalMarkers	HD1_IN	HD4_IN	HD5_IN	HD6_IN	HDKP_IN	HDRH_IN	HDSD_IN	HD1_FB	HD4_FB	HD5_FB	HD6_FB	HDKP_FB	HDRH_FB	HDSD_FB	C11_IN	C12_IN	CBS_IN	CGE_IN	CKK_IN	CKP_IN	TS_IN	C11_FB	C12_FB	CBS_FB	CGE_FB	CKK_FB	CKP_FB	TS_FB
Q14697-2	Q14697	GANAB	Isoform 2 of Neutral alpha-glucosidase AB OS=Homo sapiens OX=9606 GN=GANAB			27.62176895	27.96282387	27.2450428	27.50741577	27.61061668	27.04956245	27.2787075	26.59380531	26.64299202	26.79117584	26.35373306	26.40866852	26.46791458	26.76874542	27.54106712	27.62086105	27.57938385	27.36370087	27.64347076	27.41046333	26.98271751	26.31632042	26.76804543	26.64802551	26.93100357	26.83384705	26.81118011	26.58847046
P15144	P15144	ANPEP	Aminopeptidase N OS=Homo sapiens OX=9606 GN=ANPEP PE=1 SV=4			27.11675644	28.98770332	27.03256607	26.92474556	27.59256744	27.17951393	27.67931938	26.80144691	27.33864021	26.91168213	26.62874222	27.32001877	26.78757668	27.76323128	27.08517647	28.78597832	27.61615562	29.28593826	27.98792076	28.00536346	26.5039444	26.91099548	27.46646309	27.10530472	27.41298676	27.75087357	27.13161278	27.43153381
P06748	P06748	NPM1	Nucleophosmin OS=Homo sapiens OX=9606 GN=NPM1 PE=1 SV=2			27.13189507	27.07453537	27.35584259	27.61305237	27.50543785	27.56421661	27.42355537	26.96012497	26.74267197	26.96763611	27.26742172	27.06742096	26.84864426	26.68637848	27.29212761	26.93468857	27.24984169	26.96518898	27.43798447	27.14886475	27.43282509	26.82076836	26.58393478	26.84147263	26.50148392	26.74381256	26.74742126	27.03334999
P10412	P10412	HIST1H1E	Histone H1.4 OS=Homo sapiens OX=9606 GN=HIST1H1E PE=1 SV=2			27.528759	27.92487526	28.41499329	28.16326332	27.51567459	28.28010178	28.09583855	26.63844299	26.70198631	26.80768013	26.69584465	26.29314041	26.46112251	26.13050079	27.54789925	26.97156525	27.68081856	27.06789207	27.66562653	27.44501877	28.26063728	27.14702797	25.90332222	26.35652161	26.13404465	26.69571495	26.38722229	26.76996613
P07858	P07858	CTSB	Cathepsin B OS=Homo sapiens OX=9606 GN=CTSB PE=1 SV=3		+	27.33513069	27.40007019	28.33458328	27.25925827	27.51533127	27.603508	27.50916481	25.10384178	24.67876053	25.92247963	25.38261604	25.69379425	25.35414124	25.90208626	27.1601963	28.00153542	28.05190849	26.99682808	27.5594635	27.13616562	27.64772224	25.36725807	25.97883797	26.08208656	25.58136368	26.2103672	25.2038517	26.26585197
P08133	P08133	ANXA6	Annexin A6 OS=Homo sapiens OX=9606 GN=ANXA6 PE=1 SV=3			27.58106422	27.40977859	27.32087898	27.4991684	27.49174309	27.39804649	27.44363976	27.98116875	27.80458832	27.85765266	27.65852737	27.91427994	28.07958794	28.19504166	27.54916573	27.87070084	27.74417686	27.76210403	27.47879791	27.72246361	27.39783096	27.83657455	28.09297943	27.8654232	28.27103233	27.98723602	28.14170837	27.76296997
P02768	P02768	ALB	Serum albumin OS=Homo sapiens OX=9606 GN=ALB PE=1 SV=2			27.19102859	27.86746025	27.54200554	28.05521965	27.43622589	28.03696442	27.59750175	27.0963726	27.59263992	27.86971283	27.51240158	27.88930511	27.85733032	28.10904694	27.88002968	27.99477768	27.70586205	27.18801498	27.76392746	28.13812447	28.30427361	27.69716644	27.83945847	28.44778061	28.19717026	27.84960175	28.02675629	27.98767281
P13667	P13667	PDIA4	Protein disulfide-isomerase A4 OS=Homo sapiens OX=9606 GN=PDIA4 PE=1 SV=2			27.4691124	28.05115509	27.21450233	27.59168053	27.45184898	27.03597641	27.33210373	26.24088478	26.24709702	26.44487381	26.4464798	26.25774384	26.14603996	26.36598206	27.43010521	27.69027519	27.4907608	27.31017303	27.61286736	27.23768044	27.04933357	26.35474205	26.36070633	26.24993706	26.29729652	26.23229599	26.61612511	26.16613007
P62937	P62937	PPIA	Peptidyl-prolyl cis-trans isomerase A OS=Homo sapiens OX=9606 GN=PPIA PE=1 SV=2			27.20020866	27.54584122	27.49108124	27.39822769	27.45952988	27.49675751	27.3516674	27.45705986	27.37281609	27.37143135	27.30953217	27.40215683	27.43437004	27.58375168	27.21384048	27.4089241	27.40060806	27.09416199	27.42069244	27.32946968	27.63547897	27.05719948	27.43236923	27.3994751	27.38989639	27.51216125	27.34841728	27.39105034
P02461	P02461	COL3A1	Collagen alpha-1(III) chain OS=Homo sapiens OX=9606 GN=COL3A1 PE=1 SV=4			27.77911568	27.6100769	26.79718018	26.73837662	27.44413376	26.20473099	27.0380764	24.91990852	24.27026558	24.43834114	24.20488739	24.52287292	24.48724556	25.09719086	27.57756042	27.30167007	27.18980598	27.3181572	27.78952026	27.34213448	25.88817596	25.85393143	25.48965263	25.20904922	25.49053383	25.43708229	25.59969139	24.96979523
P19338	P19338	NCL	Nucleolin OS=Homo sapiens OX=9606 GN=NCL PE=1 SV=3			27.10449028	27.19212723	27.40275383	27.49171257	27.38541222	27.48195267	27.31262589	27.17300415	27.15652847	27.30602837	27.47350693	27.29865646	27.27138519	26.94249535	27.24949074	27.03315735	27.41090202	27.0526371	27.36476898	27.33230209	27.42430496	27.18850136	27.03239822	27.16924095	26.87900543	26.9665451	26.98414421	27.24767113
P68133	P68133	ACTA1	"Actin, alpha skeletal muscle OS=Homo sapiens OX=9606 GN=ACTA1 PE=1 SV=1"			27.44424629	27.39382553	27.4074707	27.47705841	27.46586609	27.4377861	27.50931168	28.20858574	28.07259941	28.24706459	27.95450974	28.24103546	28.29891586	28.31527901	27.64904594	27.72988701	27.7520504	27.78652954	27.51680756	27.74073792	27.26243973	27.92357635	28.23616982	28.30293274	28.63794899	28.02728271	28.45119095	28.01094818
P13645	P13645	KRT10	"Keratin, type I cytoskeletal 10 OS=Homo sapiens OX=9606 GN=KRT10 PE=1 SV=6"			28.39155197	27.10374069	28.58962631	27.49541283	27.34975052	27.76052094	29.12101555	28.3088913	30.09506035	28.11402893	27.4688797	28.17516708	28.09104347	27.766922	28.02692413	29.09218597	28.84764099	28.21753311	27.9961338	27.44903564	28.6092968	30.70010376	29.21839714	29.03109741	27.91135406	29.02853012	28.08872223	28.86702728
O14773	O14773	TPP1	Tripeptidyl-peptidase 1 OS=Homo sapiens OX=9606 GN=TPP1 PE=1 SV=2			26.92710304	27.23487091	26.62438965	27.13457489	27.33855057	27.44841766	27.03796768	22.14143181	22.3602047	21.70810127	22.10087967	22.32172775	22.09605789	22.58670998	27.00102997	26.84245682	27.15101814	26.32043457	27.08105278	27.02854538	27.33550072	21.97592354	22.77897263	22.28528595	22.42668533	22.8992672	22.33970833	22.39249039
P61978-2	P61978	HNRNPK	Isoform 2 of Heterogeneous nuclear ribonucleoprotein K OS=Homo sapiens OX=9606 GN=HNRNPK			26.90188026	26.83744431	27.48812294	27.40006638	27.28818893	27.37420654	27.1425457	26.68985558	26.68325043	26.73416328	26.88041496	26.69420242	26.73432541	26.51983643	27.09934998	26.44709778	26.9621582	26.56797981	27.07345963	27.02518082	27.34087563	26.54832077	26.4415741	26.59231949	26.51846123	26.51985168	26.51914978	26.68821335
P40926	P40926	MDH2	"Malate dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=MDH2 PE=1 SV=3"			27.50096893	27.3157959	27.15367126	27.23237038	27.25233841	27.51116943	27.16956329	26.25380325	26.08735847	26.08545113	26.2254715	26.21391678	26.21243668	26.20173073	27.33368301	26.88815689	27.30297089	26.84645271	27.14772415	27.19590187	27.42387199	26.14191437	26.14768982	26.12393188	26.11765099	26.22891045	26.01366806	26.13597107
P18669	P18669	PGAM1	Phosphoglycerate mutase 1 OS=Homo sapiens OX=9606 GN=PGAM1 PE=1 SV=2			27.2868557	27.5376358	26.84526443	27.07433701	27.26127052	26.98129654	27.41731834	26.71887589	26.49486923	26.65268135	26.50820351	26.70163155	26.32523918	26.82952309	27.33852577	27.90498352	27.66050339	27.32330894	27.47569275	27.75746536	27.08296967	26.60669136	26.59407043	26.85598183	26.6178112	26.68419838	26.47684479	26.80958939
Q07065	Q07065	CKAP4	Cytoskeleton-associated protein 4 OS=Homo sapiens OX=9606 GN=CKAP4 PE=1 SV=2			27.74526978	27.58940315	27.08108902	27.38525009	27.25997162	27.10101891	27.29034424	27.66215134	27.55838585	27.67364693	27.35947609	27.52684402	27.47597694	27.76777649	27.37085152	27.58216095	27.31815529	27.2740097	27.5218277	27.32932663	26.78759003	27.65067291	27.82690811	27.62034607	27.72893524	27.75837326	28.02044296	27.54049301
P62979	P62979	RPS27A	Ubiquitin-40S ribosomal protein S27a OS=Homo sapiens OX=9606 GN=RPS27A PE=1 SV=2			27.17315865	26.98116875	27.54696465	27.16977692	27.25931931	27.15504837	27.11837006	27.00348473	27.05786324	27.04213524	27.14069748	26.95700455	26.77926254	26.85300827	27.00679016	26.87020493	27.04165459	26.87483406	27.02510452	27.13926315	27.50816345	27.15122795	26.83700562	26.888237	27.01021576	26.92293549	26.79078865	27.00096512
P51858	P51858	HDGF	Hepatoma-derived growth factor OS=Homo sapiens OX=9606 GN=HDGF PE=1 SV=1			27.22023201	27.50386047	26.97794914	26.48662758	27.25574684	27.00271606	27.2602253	28.27170372	28.09511566	27.78334808	27.5651741	28.14997482	28.05636024	28.2338295	27.12409019	27.55583954	27.44499779	27.82165146	27.12913895	27.56666565	27.08199501	28.11475754	28.04696465	28.25121307	27.93151665	28.22524071	28.24864197	28.1284256
O43852-3	O43852	CALU	Isoform 3 of Calumenin OS=Homo sapiens OX=9606 GN=CALU			26.96669579	26.69446754	27.13147926	27.01583099	27.24298859	26.88761902	26.87524986	26.98384285	27.07845688	27.47152138	27.11146927	27.11088943	27.1777401	27.69755173	27.3307457	26.56507683	26.92708969	27.47566414	27.05919647	27.06974792	26.62633133	27.07840729	27.45362473	27.09373665	27.72422791	27.40973282	27.66316223	27.40696526
Q13404-1	Q13404	UBE2V1	Isoform 1 of Ubiquitin-conjugating enzyme E2 variant 1 OS=Homo sapiens OX=9606 GN=UBE2V1			26.96950722	26.8900795	27.7825985	27.1303215	27.13832474	27.38235092	27.17658043	27.15067863	27.45169067	27.21845627	27.22293472	27.40731049	27.50646973	27.10621262	27.11845398	27.04681015	27.42437744	27.98856926	27.120121	27.25199127	28.11493111	27.70718002	27.73626328	27.31206894	27.32294846	27.60697937	27.31625938	27.38504028
P12236	P12236	SLC25A6	ADP/ATP translocase 3 OS=Homo sapiens OX=9606 GN=SLC25A6 PE=1 SV=4			27.43631744	27.25244904	27.13509369	27.31305313	27.2009964	27.37032318	27.1707592	26.48761559	26.63131332	26.55375671	26.62976837	26.53249741	26.45942116	26.36076164	27.35151863	26.98589134	27.28553391	26.82693863	27.06744385	27.28016853	27.27913284	26.43134117	26.17057228	26.52935791	26.2669239	26.31508446	26.21325684	26.43293953
P62258	P62258	YWHAE	14-3-3 protein epsilon OS=Homo sapiens OX=9606 GN=YWHAE PE=1 SV=1			27.04752731	27.0760231	27.39464951	27.06779861	27.17945099	27.21070862	27.05122566	27.86393166	27.88200951	27.85425377	27.69859314	27.92959213	27.9330864	27.87924767	27.35199547	27.14131165	27.32731819	27.61880493	27.07155609	27.44392586	27.28713989	27.69246292	27.82599449	27.77898788	27.7663784	27.9210701	27.90991211	27.91947174
P22314	P22314	UBA1	Ubiquitin-like modifier-activating enzyme 1 OS=Homo sapiens OX=9606 GN=UBA1 PE=1 SV=3			26.9519043	26.6816597	27.05012703	26.93579674	27.06703186	27.0514164	26.96093369	26.85957718	26.51473236	26.62015343	26.35206032	26.43013382	26.41760254	26.62467575	26.94070435	26.82312965	27.03832245	26.63396645	26.92431259	27.01469612	27.13933182	26.63005638	26.84149742	26.77948761	26.71588898	26.60839844	26.5291214	26.55165482
O43707	O43707	ACTN4	Alpha-actinin-4 OS=Homo sapiens OX=9606 GN=ACTN4 PE=1 SV=2			27.10547638	27.0891552	26.96849823	27.01958466	27.10564995	27.03376389	27.33555031	28.26133347	28.86879349	28.57385635	28.42140961	28.47966385	28.79334259	28.71006775	27.13887215	27.34571457	27.24228096	27.27546501	26.98532295	27.17361069	26.84331512	28.41922188	28.72024155	28.64463806	28.94327545	28.65840912	28.74456024	28.5824852
Q06830	Q06830	PRDX1	Peroxiredoxin-1 OS=Homo sapiens OX=9606 GN=PRDX1 PE=1 SV=1			27.25888062	27.33855438	27.0307312	27.07411194	27.06523132	27.0167923	27.18983459	27.25741959	27.41574097	27.60719299	27.51269722	27.49613953	27.30117416	27.54214478	27.26280403	27.54258347	27.31872177	27.40446091	27.18160629	27.33742523	26.92309952	27.40432358	27.50440788	27.49510574	27.45233917	27.56555748	27.47881699	27.57289505
Q9Y4L1	Q9Y4L1	HYOU1	Hypoxia up-regulated protein 1 OS=Homo sapiens OX=9606 GN=HYOU1 PE=1 SV=1			26.92510796	27.40681076	26.77717972	27.0063858	27.02937126	26.84507561	26.86544418	24.72628212	25.08001709	25.0758419	25.06292915	24.93238068	24.94840813	24.78040123	26.9614563	26.847435	26.85429573	26.85463333	27.12917709	26.96452332	26.78666878	24.83026695	24.77715874	24.93071747	24.86866951	24.81963921	25.14877701	24.8621273
P63104	P63104	YWHAZ	14-3-3 protein zeta/delta OS=Homo sapiens OX=9606 GN=YWHAZ PE=1 SV=1			27.21091461	27.10415268	27.13648224	26.87969971	27.01909065	27.1060524	27.01815414	27.29662514	27.39738083	27.47385406	27.45110703	27.42478943	27.46884155	27.51596832	26.96033287	27.07354355	27.00107574	26.95655823	26.96831512	27.24386978	26.99247742	27.31117249	27.49163818	27.40526962	27.52559471	27.43848228	27.60208893	27.39277458
P07737	P07737	PFN1	Profilin-1 OS=Homo sapiens OX=9606 GN=PFN1 PE=1 SV=2			26.96811295	26.96086121	26.83890915	27.01947021	27.00826836	26.86341476	27.16353226	27.95016861	28.12684822	28.12106705	27.97186279	28.10879135	28.11876488	28.14639282	26.97193146	27.36038589	27.21837044	27.28596687	26.99129868	27.14645576	26.6547699	27.93657684	28.06913567	28.01679993	28.19483185	28.14826202	28.09409714	27.94472122
P23528	P23528	CFL1	Cofilin-1 OS=Homo sapiens OX=9606 GN=CFL1 PE=1 SV=3			26.83114052	26.58953094	27.14934158	27.01255226	26.99676132	26.94483948	27.0093441	28.03748703	28.40092087	27.99922943	27.90594101	28.01470184	28.26212883	28.1355629	26.82110023	26.84540558	26.91698265	27.14202881	26.85559654	27.06875038	27.1282444	27.83599663	28.2460556	27.85911179	28.30368423	28.2143383	28.15722656	27.97724152
P07437	P07437	TUBB	Tubulin beta chain OS=Homo sapiens OX=9606 GN=TUBB PE=1 SV=2			26.51116753	26.85900116	26.59814453	26.98491096	26.99302483	26.49819374	26.80661201	27.19841003	27.12849426	27.21030235	26.94302559	27.09140396	27.01001167	27.12373352	26.83767509	27.18033409	26.96077919	27.14931107	26.99253654	26.99098015	26.52075386	26.60953522	26.96756554	27.10322189	27.14957809	27.11872101	26.89496613	26.99850273
P52272	P52272	HNRNPM	Heterogeneous nuclear ribonucleoprotein M OS=Homo sapiens OX=9606 GN=HNRNPM PE=1 SV=3			26.6978569	26.59977531	27.4335022	26.80653381	26.98807907	27.03436279	27.13502884	26.47928619	26.90839767	26.4541378	26.51771736	26.52636337	26.53253746	26.3083992	26.79857826	26.47033119	26.89709282	26.60429573	26.80842209	26.73202515	27.29014015	27.15250587	26.74923134	26.77401352	26.3633461	26.73944473	26.40338135	26.79160881
P55072	P55072	VCP	Transitional endoplasmic reticulum ATPase OS=Homo sapiens OX=9606 GN=VCP PE=1 SV=4			26.9654541	26.86190033	26.81987	26.9574337	26.97077751	26.87326241	26.91647911	27.22963905	27.07835007	27.24805832	27.1375885	27.32700348	27.07583046	27.19854355	26.93877983	27.07674789	27.05670929	26.94025993	26.89506149	26.80046463	26.61785698	27.01891899	26.91221237	27.28633308	27.25974274	27.02728271	27.07561874	27.32498169
P07900-2	P07900	HSP90AA1	Isoform 2 of Heat shock protein HSP 90-alpha OS=Homo sapiens OX=9606 GN=HSP90AA1			26.85158539	26.76986504	26.94374657	27.0079155	26.96039581	27.02812958	26.94693184	27.00880623	27.30704498	27.44098091	27.48045158	27.27610779	27.25047493	27.21669388	26.87181091	26.87278748	26.8396759	26.78959846	26.91314697	26.88362312	27.04205704	26.91674042	27.44779778	27.09600639	27.16974258	27.32326698	27.11943817	27.27273178
P23246	P23246	SFPQ	"Splicing factor, proline- and glutamine-rich OS=Homo sapiens OX=9606 GN=SFPQ PE=1 SV=2"			26.60975075	26.69737244	26.9399147	26.9158783	26.92243004	26.89632034	26.8314476	26.72082138	26.70362663	26.86091805	26.92451668	26.76669502	26.73442268	26.54257965	26.83478165	26.64454269	26.91561317	26.47831154	26.67919731	27.00836182	26.79826164	26.60968781	26.64043427	26.76183319	26.52813339	26.43975639	26.60077095	26.71549988
Q00839	Q00839	HNRNPU	Heterogeneous nuclear ribonucleoprotein U OS=Homo sapiens OX=9606 GN=HNRNPU PE=1 SV=6			26.51423073	26.61957169	27.15030861	27.0685997	26.93549919	26.96953201	26.79689026	26.41808319	26.45153809	26.48182297	26.54806328	26.4654808	26.40837097	26.15557289	26.8168335	26.26656914	26.62349701	26.35237885	26.89979172	26.77037811	26.97163963	26.30254173	26.13058853	26.23670197	26.1333046	26.3107872	26.13140106	26.34406662
P15121	P15121	AKR1B1	Aldose reductase OS=Homo sapiens OX=9606 GN=AKR1B1 PE=1 SV=3			26.56212234	26.60384941	26.99117279	26.93270874	26.92135811	26.67943001	26.88292885	24.35785675	24.61814308	24.73021126	24.52946663	24.0187912	24.21064186	24.32462692	26.51654816	26.47094154	26.77843666	26.16023064	26.70679092	26.5395031	27.02077675	23.97262192	24.4295826	24.46163559	24.54204559	24.32637405	24.35760117	24.86432648
Q15084-2	Q15084	PDIA6	Isoform 2 of Protein disulfide-isomerase A6 OS=Homo sapiens OX=9606 GN=PDIA6			26.85045624	27.45884895	26.42835236	26.74962044	26.90419006	26.37848663	26.74311066	26.05434036	26.13109589	26.1277771	25.81971931	25.96336746	25.80443001	26.12305832	26.66762924	26.71747208	26.73210144	26.64351463	26.7165184	26.61975479	26.58202553	25.99939156	25.97016144	25.81015778	26.10669327	26.09766388	26.12125778	25.8833828
P21796	P21796	VDAC1	Voltage-dependent anion-selective channel protein 1 OS=Homo sapiens OX=9606 GN=VDAC1 PE=1 SV=2			27.0600853	26.93574333	26.79906082	27.00345039	26.88770485	26.92962265	26.90360832	25.68075752	25.67312431	25.58093262	25.65765953	25.61059189	25.52772713	25.71437073	27.06783104	26.86922646	27.00897789	26.75355911	26.68222809	26.87504196	26.94755363	25.597435	25.57889557	25.68441391	25.6702919	25.67532349	25.52374458	25.7117157
P52209	P52209	PGD	"6-phosphogluconate dehydrogenase, decarboxylating OS=Homo sapiens OX=9606 GN=PGD PE=1 SV=3"			26.96676445	27.07724762	26.75163269	27.41788292	26.88193512	27.19821358	26.97669029	24.66377068	25.39618683	24.90868378	26.04157639	24.58451462	25.78015327	25.25383377	27.06908989	27.40302849	27.34446526	27.10938072	26.95380783	27.18422699	26.94022369	24.47063637	25.28709793	25.24489975	24.826931	24.88309669	25.53691101	25.61616135
P04083	P04083	ANXA1	Annexin A1 OS=Homo sapiens OX=9606 GN=ANXA1 PE=1 SV=2			26.63835335	27.37958145	26.64436722	26.35305786	26.92167091	26.69319725	26.98458672	28.40278816	28.644207	28.63523102	28.23732376	28.57514191	28.41898918	28.79350853	26.70897102	27.54077721	27.09648323	27.35066795	26.70103836	27.26286888	26.41132736	28.27584648	28.50424767	28.56267929	28.7710762	28.62312698	28.61496735	28.77451706
P13674-2	P13674	P4HA1	Isoform 2 of Prolyl 4-hydroxylase subunit alpha-1 OS=Homo sapiens OX=9606 GN=P4HA1			27.15187073	27.36510277	26.07794952	26.62925148	26.85130692	26.20734406	26.79338074	24.92870712	24.71399879	25.02021408	24.19725609	24.68518257	24.50740433	25.61003494	27.10547638	27.31116486	27.12234116	26.85012245	27.06040955	26.10375214	25.84025764	24.91654396	25.24967575	24.91178131	25.16243172	25.17556381	24.36471367	25.22363281
Q14195-2	Q14195	DPYSL3	Isoform LCRMP-4 of Dihydropyrimidinase-related protein 3 OS=Homo sapiens OX=9606 GN=DPYSL3			26.68018723	26.20586205	26.63662338	26.9559288	26.8100605	26.47858429	26.4625473	25.29382896	25.32403183	24.69352722	25.19734573	25.085495	24.82045937	25.29765701	27.06084251	26.61845207	26.84983253	27.76943207	27.19686127	27.13666534	26.90638542	25.28399467	25.23527145	25.21247101	25.36656952	25.58124542	25.02077484	24.97542953
Q9UBV2	Q9UBV2	SEL1L	Protein sel-1 homolog 1 OS=Homo sapiens OX=9606 GN=SEL1L PE=1 SV=3			27.09652519	26.86012268	26.66917229	26.02999878	26.77759743	26.39558601	26.82453346	27.6841507	27.93341637	27.41255569	27.38934326	27.94867706	27.56395912	27.7166748	26.46062088	27.33176231	26.86706352	27.4020977	26.69602776	27.06684685	26.06286812	27.7273674	28.1031189	27.70026779	27.93080711	27.85982132	27.87075233	27.68199921
P10253	P10253	GAA	Lysosomal alpha-glucosidase OS=Homo sapiens OX=9606 GN=GAA PE=1 SV=4			27.09031105	26.6362915	26.65065765	27.12090683	26.81364632	26.4174881	27.0396862	21.57707214	21.12778091	20.94915199	21.37045288	21.20937729	21.02937317	21.84441757	27.31411552	25.87646484	26.72009468	25.14249229	27.03343201	26.94217682	27.43470001	21.65594482	22.08285904	21.48805618	21.43819046	22.36366844	21.94411469	21.81393814
Q07954	Q07954	LRP1	Prolow-density lipoprotein receptor-related protein 1 OS=Homo sapiens OX=9606 GN=LRP1 PE=1 SV=2			26.89999008	26.89245605	26.5038147	26.70903778	26.77521706	26.37326813	26.98120499	25.74259567	25.78001404	25.69459152	25.48400497	25.59129715	25.97748566	26.40052032	26.5153141	27.70484924	26.7474575	26.83293343	26.73237228	26.58481407	25.81648827	25.73894882	26.41725349	25.92216492	26.40620804	26.60972404	26.30078125	25.95320511
